ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
1540,Advanced Linux Programming,CodeSourcery LLC# Mark L. Mitchell# Alex Samuel# Jeffrey Oldham,,$32.79 ,$20.99 ,,9.78074E+12,978-0735710436,Landmark Series,Sams,,"428,844",340,7.10(w) x 9.10(h) x 0.90(d)
1541,Oracle 11G: SQL (Book Only) / Edition 2,Joan Casteel,,$84.59 ,,,9.78131E+12,978-1305268029,,Cengage Learning,,"344,292",608,7.30(w) x 8.90(h) x 1.20(d)
1542,Using Google & Google Tools in the Classroom,Midge Frazel,,,,,9.78142E+12,978-1420622225,,"Teacher Created Resources, Incorporated",,"344,391",80,8.30(w) x 10.80(h) x 0.30(d)
1543,Node.js for PHP Developers: Porting PHP to Node.js,Daniel Howard,,$18.53 ,$14.49 ,,9.78145E+12,978-1449333607,,"O'Reilly Media, Incorporated",,"344,466",288,7.00(w) x 9.40(h) x 0.40(d)
1544,The Art of Assassin's Creed III,Andy McVittie,$20.79 ,,,,9.78178E+12,978-1781164259,,Titan,,"344,560",144,9.30(w) x 11.92(h) x 0.72(d)
1545,Adobe Flash Professional CS6 Classroom in a Book / Edition 1,Adobe Creative Team,,$30.86 ,$25.49 ,,9.78032E+12,978-0321822512,Classroom in a Book Series,Adobe Press,,"344,812",416,7.30(w) x 9.00(h) x 0.80(d)
1546,Visual Basic in Easy Steps,Mike McGrath,,$11.00 ,,,9.78184E+12,978-1840784091,In Easy Steps Series,In Easy Steps Limited,,"430,853",192,7.30(w) x 8.80(h) x 0.50(d)
1547,Microsoft Office Access 2007,Steve Lambert# M. Lambert# Joan Preppernau,,$19.82 ,$11.99 ,,9.78074E+12,978-0735623033,Microsoft Step by Step Series,Microsoft Press,,"345,228",384,7.40(w) x 8.80(h) x 1.10(d)
1548,Next: The Future Just Happened,Michael Lewis, ,$12.64 ,$10.49 , ,9.78039E+12,978-0393323528,,"Norton, W. W. & Company, Inc.",,"345,485",256,5.60(w) x 8.30(h) x 0.70(d)
1549,The Art of Video Games: From Pac-Man to Mass Effect,Chris Melissinos,$27.77 ,,,,9.7816E+12,978-1599621104,,Rizzoli,,"226,451",216,10.46(w) x 10.12(h) x 0.91(d)
1550,Windows 8 For Dummies Book + DVD Bundle,Andy Rathbone,,,,,9.78112E+12,978-1118271674,For Dummies Series,Wiley,,"345,770",432,7.30(w) x 9.20(h) x 1.30(d)
1551,The UX Book: Process and Guidelines for Ensuring a Quality User Experience,Rex Hartson# Partha Pyla,$77.37 ,,$62.96 ,,9.78012E+12,978-0123852410,,Elsevier Science,,"346,015",968,9.30(w) x 12.20(h) x 4.50(d)
1552,AutoCAD 2015 3D Modeling,Munir Hamad,,,,,9.78194E+12,978-1937585372,,Mercury Learning and Information,,"346,284",400,7.00(w) x 8.90(h) x 1.00(d)
1553,Malware Protection and Removal,Mr Nishant K Baxi,,,,,9.78151E+12,978-1506189826,,CreateSpace Publishing,,"432,694",62,6.00(w) x 9.00(h) x 0.13(d)
1554,Making Beats: Skill Pack,Richy Pitch,,$27.42 ,$27.99 ,,9.7816E+12,978-1598638806,Skill Pack Series,Cengage Learning,,"432,691",336,8.50(w) x 11.00(h) x 0.90(d)
1555,Pro SQL Server Internals,Dmitri Korotkevitch,,$57.66 ,$38.99 ,,9.78143E+12,978-1430259626,,Apress,,"346,373",804,7.01(w) x 10.00(h) x 0.06(d)
1556,InfoPath with SharePoint 2010 How-To,Steven Mann,,$29.02 ,$18.49 ,,9.78067E+12,978-0672333422,How-To Series,Sams,,"346,621",362,5.90(w) x 8.90(h) x 0.90(d)
1557,Microsoft Expression Web 4 Step by Step,Chris Leeds,,$34.81 ,$19.99 ,,9.78074E+12,978-0735639027,,Microsoft Press,,"346,571",544,7.30(w) x 8.80(h) x 1.50(d)
1558,Teach Yourself VISUALLY Access 2010,Faithe Wempen,,$19.98 ,$15.99 ,,9.78047E+12,978-0470577653,Teach Yourself VISUALLY (Tech) Series,Wiley,,"346,577",352,7.30(w) x 9.10(h) x 1.00(d)
1559,Adobe Fireworks CS6 Classroom in a Book,Adobe Creative Team,,$36.07 ,$27.99 ,,9.78032E+12,978-0321822444,Classroom in a Book Series,Adobe Press,,"226,602",352,7.30(w) x 9.00(h) x 0.90(d)
1560,CMMI for Development: Guidelines for Process Integration and Product Improvement / Edition 3,Mary Beth Chrissis# Mike Konrad# Sandra Shrum,$54.37 ,,$51.19 ,,9.78032E+12,978-0321711502,SEI Series in Software Engineering Series,Addison-Wesley,,"346,742",688,7.30(w) x 9.20(h) x 1.10(d)
1561,Final Fantasy XIII-2: The Complete Official Guide - Collector's Edition,Piggyback,$24.29 ,,,,9.78031E+12,978-0307894212,,DK Games,,"346,827",320,8.22(w) x 11.26(h) x 1.07(d)
1562,Being Geek: The Software Developer's Career Handbook,Michael Lopp,,$15.81 ,$11.49 ,,9.7806E+12,978-0596155407,,"O'Reilly Media, Incorporated",,"719,233",318,5.50(w) x 8.40(h) x 0.80(d)
1563,Learning OpenCV: Computer Vision with the OpenCV Library,Gary Bradski# Adrian Kaehler,,$39.90 ,$22.99 ,,9.7806E+12,978-0596516130,,"O'Reilly Media, Incorporated",,,580,6.90(w) x 9.10(h) x 1.20(d)
1564,OpenCV Computer Vision with Python,Joseph Howse,,$29.99 ,$12.59 ,,9.78178E+12,978-1782163923,,Packt Publishing,,,122,7.50(w) x 9.25(h) x 0.26(d)
1565,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,,$17.63 ,$14.99 ,,9.78143E+12,978-1430243144,,Apress,,"613,537",292,5.90(w) x 8.90(h) x 0.80(d)
1566,DITA for Practitioners Volume 1: Architecture and Technology,Eliot Kimber,,$35.95 ,$13.99 ,,9.78194E+12,978-1937434069,,XML Press,,"347,670",350,7.50(w) x 9.25(h) x 0.73(d)
1567,Building Node Applications with MongoDB and Backbone,Mike Wilson,,$19.87 ,$12.49 ,,9.78145E+12,978-1449337391,,"O'Reilly Media, Incorporated",,"871,908",204,6.90(w) x 9.10(h) x 0.60(d)
1568,Head First Object-Oriented Analysis and Design: A Brain Friendly Guide to OOA&D;,Brett McLaughlin# Gary Pollice# David West# Gary Police,,$41.66 ,$29.49 ,,9.7806E+12,978-0596008673,Head First Series,"O'Reilly Media, Incorporated",,"619,874",636,8.00(w) x 9.25(h) x 1.38(d)
1569,Zen Cart Manual 1.5,David Ipswich,,,,,2.94003E+12,294-0033058860,Zen Cart 1.5,Dick Underwood,,"349,327",,
1570,"Practical Java 8: Lambdas, Streams and new resources",Paulo Silveira# Rodrigo Turini,,,,,9.78857E+12,978-8566250558,,Casa do Código,,"349,231",136,
1571,Microsoft Visual C# 2012 Step By Step,John Sharp,,$33.12 ,$19.99 ,,9.78074E+12,978-0735668010,Step by Step Developer Series,Microsoft Press,,"430,390",842,7.40(w) x 8.90(h) x 1.50(d)
1572,Google: The Missing Manual,Sarah Milstein# J. D. Biersdorfer# Rael Dornfest# Matthew MacDonald,,$19.92 ,$11.99 ,,9.7806E+12,978-0596100193,Google: The Missing Manual Series,"O'Reilly Media, Incorporated",,"740,184",466,7.00(w) x 9.00(h) x 1.20(d)
1573,Writing USB Drivers,Greg Kroah-Hartman,,,,,2.94001E+12,294-0013332232,,ReadCycle,,"348,603",,
1574,Practical Unix & Internet Security,Simson Garfinkel# Gene Spafford PH.D.# Alan Schwartz PH.D.,,$40.00 ,$25.49 ,,9.7806E+12,978-0596003234,,"O'Reilly Media, Incorporated",,"348,544",988,7.10(w) x 9.10(h) x 2.10(d)
1575,How to Build a Website (for Beginners),John Gower III,,,,,2.94001E+12,294-0014158879,,John Gower III,,"434,794",60,
1576,Oracle Database 11g PL/SQL Programming / Edition 1,Michael McLaughlin,,$34.62 ,$37.49 ,,9.78007E+12,978-0071494458,Oracle Press Series,McGraw-Hill Professional Publishing,,"755,088",835,7.60(w) x 8.90(h) x 1.70(d)
1577,Kanban and Scrum - making the most of Both,Henrik Kniberg# Mattias Skarin,,$20.39 ,$9.99 ,,9.78056E+12,978-0557138326,,Lulu.com,,"434,715",120,6.00(w) x 9.00(h) x 0.28(d)
1578,"Object Oriented Software Engineering Using UML, Patterns, and Java / Edition 3",Bernd Bruegge# Allen H. Dutoit,$141.55 ,,,,9.78014E+12,978-0136061250,Alternative eText Formats Series,Pearson,,"434,820",800,7.20(w) x 9.40(h) x 1.30(d)
1579,"Programming JavaScript Applications: Robust Web Architecture with Node, HTML5, and Modern JS Libraries",Eric Elliott,,$31.84 ,$17.99 ,,9.78149E+12,978-1491950296,,"O'Reilly Media, Incorporated",,"325,617",254,6.90(w) x 9.00(h) x 0.60(d)
1580,Building And Testing With Gradle,Tim Berglund# Matthew McCullough,,$21.21 ,$10.49 ,,9.78145E+12,978-1449304638,,"O'Reilly Media, Incorporated",,,116,6.80(w) x 9.00(h) x 0.40(d)
1581,Getting Started with Citrix XenApp 6.5,Guillermo Musumeci,,$59.99 ,$25.19 ,,9.78185E+12,978-1849686662,,Packt Publishing,,"833,467",478,7.50(w) x 9.25(h) x 0.96(d)
1582,"Online Marketing For Your Craft Business: How to Get Your Handmade Products Discovered, Shared and Sold on the Internet",Hilary Pullen,,$16.22 ,$12.99 ,,9.78145E+12,978-1446304891,,F+W Media,,"1,427,834",144,8.40(w) x 8.60(h) x 0.70(d)
1583,"Mobile Dating for Men - How to Meet and Date Women On-The-Go Through Mobile Apps (Mobile Dating, Meet Women Online, Dating Apps, Speed Dating, Tinder Dating, App Dating, Virtual Dating)",Social Natural,,,$2.99 ,,2.94015E+12,294-0149963744,,Social Natural Publication,,"435,659",,
1584,Introducing Elixir: Getting Started in Functional Programming,Simon St. Laurent# J. David Eisenberg,,$21.46 ,$10.49 ,,9.78145E+12,978-1449369996,,"O'Reilly Media, Incorporated",,,210,6.90(w) x 9.10(h) x 0.60(d)
1585,Microsoft Word VBA Codes Are Easy to Learn Under an Hour for Some People,Kenny L Keys,,,,,9.7813E+12,978-1304329035,,Lulu.com,,"435,495",,
1586,"ANGRY BIRDS GO! GAME: HOW TO DOWNLOAD FOR ANDROID, PC, IOS, KINDLE + TIPS: The Complete Install Guide and Strategies: Works on ALL Devices!",HSE,,,,,9.78168E+12,978-1681053967,,HSE,,"350,288",,
1587,Feathers and Cupcakes,Mary Kitt-Neel,,,,,2.94001E+12,294-0011114106,,Mary Kitt-Neel,,"350,320",,
1588,Photoshop Compositing Secrets: Unlocking the Key to Perfect Selections and Amazing Photoshop Effects for Totally Realistic Composites,Matt Kloskowski,,$29.81 ,$23.49 ,,9.78013E+12,978-0132882927,,Pearson Education,,"350,065",408,
1589,Teach Yourself VISUALLY WordPress,Janet Majure,,$18.42 ,$16.49 ,,9.78112E+12,978-1118197875,,Wiley,,"610,788",320,7.30(w) x 9.10(h) x 0.80(d)
1590,YouTube 4 You,Michael Miller,, ,$8.49 ,,9.78013E+12,978-0132797016,,Pearson Education,,"350,743",208,
1591,A Parent's Guide to Minecraft,Rachel Henderson,,,,,2.94005E+12,294-0045926461,,Rachel Henderson,,"350,594",,
1592,LITTLEST PET SHOP GAME GUIDE WIKI,HSE,,,,,9.78168E+12,978-1681054018,,HSE,,"350,417",,
1593,David Busch's Nikon D3100 Guide to Digital SLR Photography,David D. Busch,,$21.74 ,$20.99 ,,9.78144E+12,978-1435459403,David Busch's Digital Photography Guides Series,Cengage Learning,,"700,358",400,7.40(w) x 9.10(h) x 1.10(d)
1594,"iCloud für iPhone, iPad, iPod touch, Mac und Windows: Aktualisierte Ausgabe für iOS 6",Johann Szierbeck# Anton Ochsenkühn,,,,,9.78395E+12,978-3954311200,,Amac-Buch Verlag,,"354,078",,
1595,"Introduction to Java Programming, Comprehensive Version / Edition 9",Y. Daniel Liang,,$128.58 ,,,9.78013E+12,978-0132936521,,Prentice Hall,,"354,041",1344,8.00(w) x 9.90(h) x 1.90(d)
1596,The Dark Web: Exploration Of The Deep Web,Kash Laden,,,,,2.94015E+12,294-0149347018,,Future Gothic Publishing,,"354,070",,
1597,The Information Technology Fix for Health,Andy Oram,,,,,9.78149E+12,978-1491904046,,"O'Reilly Media, Incorporated",,"353,854",58,
1598,Elementary Statistics / Edition 8,Neil A. Weiss,$168.11 , ,,,9.78032E+12,978-0321691231,,Pearson,,"353,703",704,8.70(w) x 10.90(h) x 1.30(d)
1599,Subway Surfers Cheats,HSE,,,$3.49 ,,9.78131E+12,978-1312087712,,Lulu.com,,"353,662",,
1600,Windows 7 Inside Out,Ed Bott# Carl Siechert# Craig Stinson,,$36.34 ,$23.49 ,,9.78074E+12,978-0735626652,,Microsoft Press,,"625,078",1056,7.10(w) x 9.00(h) x 1.80(d)
1601,Improve Your Photography: How Budding Photographers Can Get Pro Results,Jim Harmer,,,,,2.94001E+12,294-0011057762,,Jim Harmer,,"353,406",,
1602,"Glass Houses: Privacy, Secrecy, and Cyber Insecurity in a Transparent World",Joel Brenner, ,$10.72 ,$19.99 , ,9.78014E+12,978-0143122111,,Penguin Publishing Group,,"610,922",320,
1603,Guide: Plague Inc.,Gamers Lounge,,,,,2.94015E+12,294-0150317994,,Gamers Lounge,,"353,109",,
1604,IT Terminology: Information Technology Terminology,Jyoti C. Baluran,,$6.67 ,$1.49 ,,9.78164E+12,978-1635016642,,Speedy Publishing LLC,,"923,568",4,8.50(w) x 11.00(h) x 0.01(d)
1605,Transmission Systems Design Handbook for Wireless Networks / Edition 1,Harvey Lehpamer# Hrvoj Lehpamer,$102.76 ,,,,9.78158E+12,978-1580532433,Artech House Mobile Communications Series,"Artech House, Incorporated",,"352,519",636,6.30(w) x 9.20(h) x 1.70(d)
1606,"This Machine Kills Secrets: Julian Assange, the Cypherpunks, and Their Fight to Empower Whistleblowers",Andy Greenberg,,$14.94 ,$12.99 ,,9.78014E+12,978-0142180495,,Penguin Publishing Group,,"704,096",400,
1607,"Handbook of Usability Testing: How to Plan, Design, and Conduct Effective Tests / Edition 2",Jeffrey Rubin# Dana Chisnell,,$33.39 ,$34.49 ,,9.78047E+12,978-0470185483,,Wiley,,"352,145",384,7.30(w) x 9.20(h) x 1.00(d)
1608,Ubuntu 14.04 Lts Server: Administration and Reference,Richard Leland Petersen,,$33.87 ,$10.99 ,,9.78194E+12,978-1936280896,,Surfing Turtle Press,,"579,296",592,7.50(w) x 9.25(h) x 1.20(d)
1609,NOOK eReaders For Dummies,Corey Sandler,,$12.99 ,$6.99 ,,9.78112E+12,978-1118440445,For Dummies Series,Wiley,,"516,623",224,5.40(w) x 8.40(h) x 0.60(d)
1610,MM25: Mega Man and Mega Man X Official Complete Works,Keiji Inafune# Capcom,,,,,9.78193E+12,978-1926778860,,UDON Entertainment Corporation,,"351,761",432,11.70(w) x 8.10(h) x 1.20(d)
1611,A Guide to the Project Management Body of Knowledge (PMBOK Guide) / Edition 4,Project Management Institute,,$39.00 ,,,9.78193E+12,978-1933890517,,Project Management Institute,,"431,363",459,8.30(w) x 10.80(h) x 1.20(d)
1612,Microsoft PowerPivot for Excel 2010: Give Your Data Meaning,Marco Russo# Alberto Ferrari,,$26.24 ,$23.49 ,,9.78074E+12,978-0735640580,Business Skills Series,Microsoft Press,,"351,516",416,7.20(w) x 8.80(h) x 1.20(d)
1613,CompTIA Storage+ Quick Review Guide,Eric Vanderburg,,$34.46 ,$23.49 ,,9.78007E+12,978-0071808804,,McGraw-Hill Professional Publishing,,"351,407",444,7.50(w) x 9.20(h) x 1.10(d)
1614,A Beginners Guide to Using PlayStation 4 (PS4): The Unofficial Guide to Using PlayStation 4,Katie Morris,,,,,2.94015E+12,294-0150501706,,Gadchick Books,,"351,361",,
1615,Microsoft SQL Server 2008 T-SQL Fundamentals,Itzik Ben-Gan,, ,$23.49 ,,9.78074E+12,978-0735626010,Developer Reference Series,Microsoft Press,,"1,456,303",416,8.44(w) x 7.28(h) x 1.27(d)
1616,Raspberry Pi Hacks: Tips & Tools for Making Things with the Inexpensive Linux Computer,Ruth Suehle# Tom Callaway,,$17.63 ,$12.49 ,,9.78145E+12,978-1449362348,,"O'Reilly Media, Incorporated",,"1,304,611",394,5.90(w) x 8.90(h) x 0.90(d)
1617,Word 2007 For Dummies,Dan Gookin,,$17.44 ,$11.49 ,,9.78047E+12,978-0470036587,For Dummies Series,Wiley,,"460,479",432,7.40(w) x 9.20(h) x 0.80(d)
1619,Computer Ethics / Edition 4,Deborah G. Johnson# Keith W. Miller,,$62.37 ,,,9.78013E+12,978-0131112414,Alternative eText Formats Series,Pearson,,"354,346",216,6.00(w) x 8.90(h) x 0.50(d)
1620,Blogging All-in-One For Dummies,Susan Gunelius,,$21.35 ,$18.49 ,,9.78112E+12,978-1118299449,For Dummies Series,Wiley,,"361,678",768,7.40(w) x 9.20(h) x 1.70(d)
1621,Alibaba's World: How a Remarkable Chinese Company is Changing the Face of Global Business,Porter Erisman,$20.65 ,,$12.99 ,$55.20 ,9.78125E+12,978-1250069870,,St. Martin's Press,,"515,304",256,6.10(w) x 9.30(h) x 0.90(d)
1622,Not a Match: My True Tales of Online Dating Disasters,Brian  Donovan# Ax Norman,,,$2.99 ,$7.90 ,9.78148E+12,978-1480569027,,Brilliance Audio,,,,5.50(w) x 5.00(h) x 0.50(d)
1623,Buyers Generation - How to Build a Buyers List for Unlimited Future Profits,Sven Hyltén-Cavallius,,,$0.00 ,,9.78133E+12,978-1329395282,,Lulu.com,,"354,718",,
1624,Software Development Ideology,Isuru Abeysinghe,,,,,2.94005E+12,294-0046151619,,Isuru Abeysinghe,,"354,654",,
1625,Cryptography: A Very Short Introduction (Very Short Introductions Series),Fred Piper# F. C. Piper# Sean Murphy,$10.12 ,$7.59 ,$5.99 ,,9.78019E+12,978-0192803153,Very Short Introductions Series,"Oxford University Press, USA",,"872,533",160,what's this?
1626,Effective awk Programming: Universal Text Processing and Pattern Matching,Arnold Robbins,,$40.95 ,$22.49 ,,9.78149E+12,978-1491904619,,"O'Reilly Media, Incorporated",,"558,645",560,6.90(w) x 9.10(h) x 1.30(d)
1627,Process Quality,CAPT(Center for the Advancement of Process Tech)l,$104.84 ,,,,9.78014E+12,978-0137004096,,Prentice Hall,,"355,584",288,8.60(w) x 11.00(h) x 0.70(d)
1628,"Three Weeks to eBay Profits, Revised Edition: Go from Beginner to Successful Seller in Less than a Month",Skip McGrath,, ,$3.49 ,,9.7814E+12,978-1402776342,,Sterling,,"355,532",304,
1629,Mobile GeoSocial Intelligence,Dwayne Anderson,,,,,2.94015E+12,294-0152238938,,estalontech,,"355,406",,
1630,Digital Photography For Dummies,Julie Adair King,,$16.12 ,$12.99 ,,9.78112E+12,978-1118092033,For Dummies Series,Wiley,,"361,709",336,7.30(w) x 9.10(h) x 0.80(d)
1631,Surface For Dummies,Andy Rathbone,,$21.76 ,$12.99 ,,9.78112E+12,978-1118898635,For Dummies Series,Wiley,,"241,953",336,7.30(w) x 9.20(h) x 0.40(d)
1632,Six Minute Guide to IPv6,Daryl Moon,,,,,2.94003E+12,294-0033290116,,Daryl Moon,,"278,987",,
1633,PHP & MySQL: The Missing Manual,Brett McLaughlin,,$29.39 ,$18.99 ,,9.78145E+12,978-1449325572,,"O'Reilly Media, Incorporated",,"1,300,718",546,7.00(w) x 9.10(h) x 1.20(d)
1634,Sex in the Heartland / Edition 1,Beth Bailey,,$27.28 ,$23.20 ,,9.78067E+12,978-0674009745,,Harvard University Press,,"355,931",304,6.10(w) x 9.20(h) x 0.90(d)
1635,Discrete Mathematics: Elementary and Beyond / Edition 1,Laszlo Lovasz# Ch L. Hemleben# Jozsef Pelikan,$59.03 ,$39.63 ,,,9.78039E+12,978-0387955858,Undergraduate Texts in Mathematics Series,Springer New York,,"355,762",284,0.64(w) x 6.14(h) x 9.21(d)
1636,What is Dart?,Kathy Walrath# Seth Ladd,,,,,9.78145E+12,978-1449332334,,"O'Reilly Media, Incorporated",,"356,759",20,
1637,Agile Product Management with Scrum: Creating Products that Customers Love,Roman Pichler,,$25.52 ,$25.59 ,,9.78032E+12,978-0321605788,Addison-Wesley Signature Series,Addison-Wesley,,"397,013",133,5.90(w) x 8.90(h) x 0.60(d)
1638,Management Information Systems / Edition 10,James O'Brien# George Marakas,$226.32 ,,,,,-,,,,,,
1639,The DCC Guide,Don Fiehmann,,$17.06 ,$10.99 ,,9.78163E+12,978-1627001038,,"Kalmbach Publishing Company, Books Division",,"570,156",,8.10(w) x 10.50(h) x 0.20(d)
1640,"The Ultimate Sims 3 Guide, Cheat, Codes and More",Kim Brown,,,,,2.94002E+12,294-0016290270,,Cynthia Kanesky,,"357,385",,
1641,Jumping Into C++,Alex Allain,,$32.00 ,$19.99 ,,2.94015E+12,294-0148739180,,Cprogramming.com,,"357,283",536,
1642,Introduction to Robotics: Mechanics and Control / Edition 3,John J. Craig,$132.95 ,,,,9.7802E+12,978-0201543612,,Prentice Hall,,"357,238",575,6.90(w) x 9.30(h) x 1.10(d)
1643,Achieve Blogging Buzz,Anonymous,,,,,2.94002E+12,294-0015180817,,qasim idrees,,"357,458",,
1644,How Not To Write An App,Rodney D. Cambridge,,,,,2.94001E+12,294-0011287756,,Rodney D. Cambridge,,"358,293",,
1645,Worm: The First Digital World War,Mark Bowden, ,$12.58 ,$9.99 ,$14.04 ,9.7808E+12,978-0802145949,,"Grove/Atlantic, Inc.",,"521,090",264,5.40(w) x 8.20(h) x 0.80(d)
1646,"101 FREE APPS for the NOOK Color, NOOK HD, and NOOKHD+",Edward Jones# Timothous Jones,,,,,2.94002E+12,294-0016147512,,Jones-Mack Technical Services,,"358,216",,
1647,Blender For Dummies,Jason van Gumster,,$23.80 ,$20.99 ,,9.78112E+12,978-1119039532,For Dummies Series,Wiley,,"361,773",528,7.30(w) x 9.20(h) x 1.10(d)
1648,Hacking For Dummies,Carolyn Meinel,,,,,2.94015E+12,294-0150164000,GUIDE TO (mostly) HARMLESS HACKING,Christopher McNeil,,"358,122",,
1649,Teachers Discovering Computers: Integrating Technology in a Connected World / Edition 7,Gary B. Shelly# Glenda A. Gunter# Randolph E. Gunter,,$167.45 ,,,9.78113E+12,978-1133526551,,Cengage Learning,,"358,416",512,8.40(w) x 10.70(h) x 0.90(d)
1650,Systems Analysis and Design / Edition 9,Kenneth E. Kendall# Julie E. Kendall, ,$209.67 ,,,9.78013E+12,978-0133023442,,Prentice Hall,,"358,388",552,8.70(w) x 10.80(h) x 1.00(d)
1651,SolidWorks 2015 Part 1- Basic Tools,Tran,,,,,9.78159E+12,978-1585039432,,Schroff Development Corporation,,"358,368",,8.50(w) x 10.90(h) x 1.30(d)
1652,"Scott Kelby's Digital Photography Boxed Set, Parts 1, 2, 3, and 4, Updated Edition",Scott Kelby, ,,$41.49 ,,9.78013E+12,978-0133744521,,Pearson Education,,"358,826",1032,
1653,"The Zen of Social Media Marketing: An Easier Way to Build Credibility, Generate Buzz, and Increase Revenue",Shama Hyder,,$13.44 ,$10.49 ,,9.78194E+12,978-1937856151,,"BenBella Books, Inc.",,"365,156",216,6.00(w) x 8.90(h) x 0.90(d)
1654,Energy Efficient Servers: Blueprints for Data Center Optimization,Corey Gough# Ian Steiner# Winston A. Saunders,,$31.50 ,$0.00 ,,9.78143E+12,978-1430266372,,Apress,,,360,6.10(w) x 9.10(h) x 1.00(d)
1655,"Stock Trading For Beginners: An Introduction To Stock Trading, Stock Market Technical Analysis, and Stock Trading Systems",Carl Robertts,,,,,2.94015E+12,294-0151739405,Stock Trading Systems,Carl Robertts,,"359,052",,
1656,The Ultimate Google Chrome Guide,Ivan Hostetler,,,,,2.94002E+12,294-0016053653,,Fisher,,"227,033",,
1657,Programming with Microsoft Visual Basic 2012 / Edition 6,Diane Zak,,,,,9.78129E+12,978-1285077925,,Cengage Learning,,"358,903",960,8.40(w) x 10.80(h) x 1.50(d)
1658,Learning Spark: Lightning-Fast Big Data Analysis,Holden Karau# Andy Konwinski# Patrick Wendell# Matei Zaharia,,$38.72 ,$19.99 ,,9.78145E+12,978-1449358624,,"O'Reilly Media, Incorporated",,"552,731",276,6.20(w) x 9.20(h) x 0.80(d)
