ID,Title,Author,Price,Edition,ASIN,ISBN-13,ISBN-10,Paperback,Series,Publisher_dummy,Publisher,Publication_Date,Sold_by,Language,Product Dimensions,Shipping Weight,,,,,
4298,Automated Enterprise Systems for Maximizing Business Performance ,Petraq Papajorgji,$200.00 ,1st Edition,,978-1466688414,1466688416,,Advances in Business Information Systems and Analytics,IGI Global,IGI Global,,,English,11 x 8.5 x 0.8 inches,1.6 pounds (View shipping rates and policies),,,,,
4299,Handbook of Research on Holistic Perspectives in Gamification for Clinical Practice ,Daniel Novák,$340.00 ,1st Edition,,978-1466695221,1466695226,,Advances in Medical Technologies and Clinical Practice,IGI Global,IGI Global,,,English,11 x 8.5 x 1.4 inches,4 pounds (View shipping rates and policies),,,,,
4300,What Is Computer Coding? ,Mary K. Pratt,$8.99 ,,,,,,,,,,,,,,,,,,
4301,What's Inside My Computer? ,Christine Zuchora-Walske,$8.99 ,,,978-1467783194,1467783196,32 pages,Lightning Bolt Books Our Digital World,Lerner Publications ,Lerner Publications,,,English,10 x 7.3 x 0.5 inches,12.6 ounces (View shipping rates and policies),,,,,
4302,CCNA Interview Questions You'll Most Likely Be Asked ,Vibrant Publishers,$11.80 ,,,,,,,,,,,,,,,,,,
4303,Android Development Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,$18.89 ,,,978-1468170986,1468170988,178 pages,,CreateSpace Independent Publishing Platform ,CreateSpace Independent Publishing Platform,,,English,5.5 x 0.4 x 8.5 inches,9.1 ounces,,,,,
4304,E-voting Case Law: A Comparative Analysis ,Ardita Driza Maurer# Jordi Barrat# Ardita Driza Maurer,$99.96 ,New edition Edition,,,,,,,,,,,,,,,,,
4305,Playful Intelligence: Digitizing Tradition,Henry Sussman,$13.42 , ,,978-1472568816,1472568818,416 pages,,Bloomsbury Academic ,Bloomsbury Academic,,,English,6.9 x 0.7 x 9.3 inches,1.6 pounds (View shipping rates and policies),,,,,
4306,Philosophy and Simulation: The Emergence of Synthetic Reason,Manuel DeLanda,$12.85 ,,,,,,,,,,,,,,,,,,
4307,Information Security Handbook: A Guide for Managers - Recommendations of the National Institute of Standards and Technology,Pauline Bowen# Joan Hash# Mark Wilson,$14.59 ,,,,,,,,,,,,,,,,,,
4308,Computer Chess Compendium,D. LEVY,$15.17 - $74.95,1988th Edition,,978-1475719703,1475719701,440 pages,,Springer,Springer,,,English,6.1 x 1 x 9.2 inches,1.2 pounds (View shipping rates and policies),,,,,
4309,Next Generation Optical Network Design and Modelling: IFIP TC6 / WG6.10 Sixth Working Conference on Optical Network Design and Modelling ,Andrea Bianco# Fabio Neri# Andrea Bianco,$5.50 - $179.00,Softcover reprint of the original 1st ed. 2003 Edition,,978-1475760002,1475760000,496 pages,IFIP Advances in Information and Communication Technology (Book 114),Springer,Springer,,,English,6.1 x 1.2 x 9.2 inches,1 pounds (View shipping rates and policies),,,,,
4310,"Computer Systems: Theory, Technology, and Applications ",Andrew James Herbert# Karen I.B. Spaerck Jones# Andrew James Herbert,$82.11 ,Softcover reprint of the original 1st ed. 2004 Edition,,978-1475780758,1475780753,338 pages,Monographs in Computer Science,Springer,Springer,,,English,6.1 x 0.8 x 9.2 inches,1.2 pounds (View shipping rates and policies),,,,,
4311,"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,$12.99 ,Reprint Edition,,978-1476708706,1476708703,560 pages,,Simon & Schuster,Simon & Schuster,,,English,6.1 x 1.4 x 9.2 inches,1.6 pounds (View shipping rates and policies),,,,,
4312,Establishing Wireless Robust Security Networks:  A Guide to IEEE 802.11i: Recommendations of the National Institute of Standards and Technology ,Sheila Frankel# Bernard Eydt# Sheila Frankel# Les Owens# Bernard Eydt# Karen Scarfone,$17.99 ,,,,,,,,,,,,,,,,,,
4313,Guide to Bluetooth Security: Recommendations of the National Institute of Standards and Technology ,John Padgette# Karen Scarfone# Lily Chen,$13.99 ,,,,,,,,,,,,,,,,,,
4314,BIOS Protection Guidelines: Recommendations of the National Institute of Standards and Technology ,David Cooper# William Polk# David Cooper# Andrew Regenscheid# Murugiah Souppaya,$11.99 ,,,,,,,,,,,,,,,,,,
4315,"Studyguide for PHP Programming with MySQL: The Web Technology Series by Gosselin, Don",Cram101 Textbook Reviews,$28.95 ,,,,,,,,,,,,,,,,,,
4316,A Newbies Guide to the Microsoft Surface Tablet: Everything You Need to Know About the Surface and Windows RT,Minute Help Guides,$7.99 ,,,,,,,,,,,,,,,,,,
4317,Create Music with Notion: Notation Software for the Busy Musician ,George J. Hess,$14.78 ,,,,,,,,,,,,,,,,,,
4318,"PgMP® Exam Practice Test and Study Guide, Fourth Edition ",Ginger Levin# J. LeRoy Ward,$25.18 - $52.46,4th Edition,,978-1482201352,1482201356,,ESI International Project Management Series (Book 18),Auerbach Publications,Auerbach Publications,,,English,10.8 x 8.4 x 1.1 inches,2.6 pounds (View shipping rates and policies),,,,,
4319,"Industrial Communication Technology Handbook, Second Edition ",Richard Zurawski,$117.01 - $220.00,2nd Edition,,978-1482207323,148220732X,,Industrial Information Technology (Book 8),CRC Press,CRC Press,,,English,2.8 x 7.5 x 10 inches,6.4 pounds (View shipping rates and policies),,,,,
4320,"Machine Vision: Sensing, Computation and Applications ",Kok-Meng Lee,$159.95 , ,,,,,,,,,,,,,,,,,
4321,Guide to Cloud Computing for Business and Technology Managers: From Distributed Computing to Cloudware Applications,Vivek Kale,$32.32 - $68.91,1st Edition,,978-1482219227,1482219220,,,Chapman and Hall/CRC,Chapman and Hall/CRC,,,English,1.2 x 6.5 x 9.5 inches,2 pounds (View shipping rates and policies),,,,,
4322,The Frugal CISO: Using Innovation and Smart Approaches to Maximize Your Security Posture,Kerry Ann Anderson,$49.95 , ,,978-1482220070,1482220075,381 pages,,Auerbach Publications ,Auerbach Publications,,,English,9 x 6 x 0.9 inches,1.2 pounds (View shipping rates and policies),,,,,
4323,"The Future of Wireless Networks: Architectures, Protocols, and Services ",Mohesen Guizani# Hsiao-Hwa Chen# Mohesen Guizani# Chonggang Wang# Hsiao-Hwa Chen,$69.60 ,,,,,,,,,,,,,,,,,,
4324,Implementing SAP® CRM: The Guide for Business and Technology Managers,Vivek Kale,$32.32 - $70.16,1st Edition,,978-1482231427,1482231425,,,Auerbach Publications,Auerbach Publications,,,English,1.2 x 7.2 x 10 inches,2.5 pounds (View shipping rates and policies),,,,,
4325,Human-Computer Interaction: Fundamentals and Practice,Gerard Jounghyun Kim,$76.79 ,,,,,,,,,,,,,,,,,,
4326,Video Cataloguing: Structure Parsing and Content Extraction,Guangyu Gao# Chi Harold Liu# Guangyu Gao,$119.95 , ,,,,,,,,,,,,,,,,,
4327,"Cybervetting: Internet Searches for Vetting, Investigations, and Open-Source Intelligence, Second Edition",Edward J. Appel,$28.76 - $63.96,2nd Edition,,978-1482238853,1482238853,,,CRC Press,CRC Press,,,English,1 x 6.2 x 9.2 inches,1.3 pounds (View shipping rates and policies),,,,,
4328,"Fundamentals of Wearable Computers and Augmented Reality, Second Edition",Woodrow Barfield,$103.27 ,2nd Edition,,978-1482243505,1482243504,,,CRC Press,CRC Press,,,English,9 x 6.2 x 1.7 inches,1.6 pounds (View shipping rates and policies),,,,,
4329,"Digital Representations of the Real World: How to Capture, Model, and Render Visual Reality",Marcus A. Magnor# Oliver Grau# Marcus A. Magnor# Olga Sorkine-Hornung# Oliver Grau# Christian Theobalt# Olga Sorkine-Hornung,$70.53 ,,,,,,,,,,,,,,,,,,
4330,Cognitive Robotics,Hooman Samani,$108.88 , ,,,,,,,,,,,,,,,,,
4331,PfMP® Exam Practice Tests and Study Guide ,Ginger Levin,$25.18 - $52.46,Spi Edition,,978-1482251005,1482251000,,Best Practices and Advances in Program Management Series (Book 14),Auerbach Publications,Auerbach Publications,,,English,10.9 x 8.4 x 0.9 inches,2.2 pounds (View shipping rates and policies),,,,,
4332,Precision Agriculture Technology for Crop Farming,Qin Zhang,$126.70 , ,,,,,,,,,,,,,,,,,
4333,The Internet of Things and Machine to Machine Technology,Joseph E. Jesson,$89.95 ,,,,,,,,,,,,,,,,,,
4334,Business Continuity Planning: A Project Management Approach,Ralph L. Kliem# Gregg D. Richie# Ralph L. Kliem,$75.95 , ,,978-1482251784,1482251787,,,Auerbach Publications ,Auerbach Publications,,,English,1.2 x 6.2 x 9.2 inches,1.6 pounds (View shipping rates and policies),,,,,
4335,"Numerical Algorithms: Methods for Computer Vision, Machine Learning, and Graphics",Justin Solomon,$77.02 ,,,,,,,,,,,,,,,,,,
4336,Pixel Art for Game Developers,Daniel Silber,$47.99 , ,,978-1482252309,1482252309,256 pages,,A K Peters/CRC Press ,A K Peters/CRC Press,,,English,0.5 x 6 x 9 inches,12.6 ounces (View shipping rates and policies),,,,,
4337,Dermoscopy Image Analysis ,M. Emre Celebi# Teresa Mendonca# M. Emre Celebi# Jorge S. Marques# Teresa Mendonca,$143.96 , ,,,,,,,,,,,,,,,,,
4338,"Understanding Geometric Algebra: Hamilton, Grassmann, and Clifford for Computer Vision and Graphics",Kenichi Kanatani,$58.88 , ,,978-1482259506,1482259508,,,A K Peters/CRC Press ,A K Peters/CRC Press,,,English,10.1 x 7.2 x 0.7 inches,15.2 ounces (View shipping rates and policies),,,,,
4339,Human-Computer Interface Technologies for the Motor Impaired ,Dinesh K. Kumar# Sridhar Poosapadi Arjunan# Dinesh K. Kumar,$89.95 ,,,,,,,,,,,,,,,,,,
4340,GPU Pro 6: Advanced Rendering Techniques,Wolfgang Engel,$76.46 ,,,,,,,,,,,,,,,,,,
4341,Intelligent Cities: Enabling Tools and Technology,Pethuru Raj# Anupama C. Raman# Pethuru Raj,$59.97 ,,,,,,,,,,,,,,,,,,
4342,Memoirs of Relentless Pursuit,Dr Jongi Joseph Klaas,$2.44 ,,,,,,,,,,,,,,,,,,
4343,Human Performance Models for Computer-Aided Engineering,Jerome I. Elkind# Stuart K. Card# Julian Hochberg# Stuart K. Card,$72.95 ,,,,,,,,,,,,,,,,,,
4344,How to Self-Publish Your Book Using Microsoft Word 2013: A Step-by-Step Guide for Designing & Formatting Your Book's Manuscript & Cover to PDF & POD ... Including Those of CreateSpace,Edwin W Scroggins,$13.72 ,,,,,,,,,,,,,,,,,,
4345,Computer and Network Security: An Experimental Approach,Danda B. Rawat,$28.09 ,,,,,,,,,,,,,,,,,,
4346,Introduction to computer evidence: for Lawyers,Karl Obayi,$15.00 ,,,,,,,,,,,,,,,,,,
4347,Windows PowerShell Desired State Configuration Revealed,Ravikanth Chaganti,$32.49 ,1st Edition,,978-1484200179,1484200179,316 pages,,Apress,Apress,,,English,7.5 x 0.7 x 9.2 inches,1.5 pounds (View shipping rates and policies),,,,,
4348,Mastering 3D Printing ,Joan Horvath,$15.39 ,1st Edition,,978-1484200261,1484200268,224 pages,Technology in Action,Apress,Apress,,,English,7.5 x 0.5 x 9.2 inches,1.1 pounds (View shipping rates and policies),,,,,
4349,"Hyper-V for VMware Administrators: Migration, Coexistence, and Management",Brien Posey,$32.49 ,1st Edition,,978-1484203804,1484203801,348 pages,,Apress,Apress,,,English,7 x 0.8 x 10 inches,1 pounds (View shipping rates and policies),,,,,
4350,Beginning Photo Retouching and Restoration Using GIMP,Phillip Whitt,$34.99 ,1st Edition,,978-1484204047,1484204042,308 pages,,Apress,Apress,,,English,7 x 0.7 x 9.1 inches,1.1 pounds (View shipping rates and policies),,,,,
4351,Beginning Big Data with Power BI and Excel 2013,Neil Dunlop,$31.99 ,1st Edition,,978-1484205303,1484205308,268 pages,,Apress,Apress,,,English,7 x 0.6 x 10 inches,12.6 ounces (View shipping rates and policies),,,,,
4352,Pro PowerShell for Database Developers,Bryan P. Cafferky,$49.99 ,1st Edition,,978-1484205426,1484205421,436 pages,,Apress,Apress,,,English,7 x 1 x 10 inches,1.7 pounds (View shipping rates and policies),,,,,
4353,Extending SSIS with .NET Scripting: A Toolkit for SQL Server Integration Services,Joost van Rossum# Regis Baccaro# Joost van Rossum,$44.78 - $49.99,1st Edition,,978-1484206393,1484206398,500 pages,,Apress,Apress,,,English,7 x 1.1 x 10 inches,1.9 pounds (View shipping rates and policies),,,,,
4354,Pro SQL Server Administration,Peter Carter,$59.99 ,1st Edition,,,,,,,,,,,,,,,,,
4355,Agile Performance Improvement: The New Synergy of Agile and Human Performance Technology,Bob Winter,$25.99 ,1st Edition,,978-1484208939,1484208935,260 pages,,Apress,Apress,,,English,6.1 x 0.6 x 9.2 inches,1 pounds (View shipping rates and policies),,,,,
4356,Windows Registry Troubleshooting,Mike Halsey MVP# Andrew Bettany MVP# Mike Halsey MVP,$16.10 ,1st Edition,,978-1484209936,1484209931,136 pages,,Apress,Apress,,,English,9.2 x 6.1 x 0.3 inches,2.4 ounces (View shipping rates and policies),,,,,
4357,Windows 10 Primer: What to Expect from Microsoft's New Operating System,Mike Halsey MVP,$7.99 ,1st Edition,,978-1484210475,1484210476,100 pages,,Apress,Apress,,,English,6.1 x 0.2 x 9.2 inches,7.5 ounces (View shipping rates and policies),,,,,
4358,3D Printing with MatterControl,Joan Horvath# Rich Cameron,$31.99 ,1st Edition,,978-1484210567,1484210565,196 pages,,Apress,Apress,,,English,7 x 0.4 x 10 inches,12.6 ounces (View shipping rates and policies),,,,,
4359,Windows Software Compatibility and Hardware Troubleshooting,Mike Halsey MVP# Andrew Bettany MVP# Mike Halsey MVP,$19.08 ,1st Edition,,978-1484210628,148421062X,128 pages,,Apress,Apress,,,English,6.1 x 0.3 x 9.2 inches,1.6 pounds (View shipping rates and policies),,,,,
4360,Beginning Windows 10: Do More With Your PC,Mike Halsey MVP,$31.99 ,1st Edition,,978-1484210864,1484210867,644 pages,,Apress,Apress,,,English,7 x 1.5 x 10 inches,2.4 pounds (View shipping rates and policies),,,,,
4361,Ad Serving Technology: Understand the marketing revelation that commercialized the Internet,Gregory Cristal,$27.12 ,,,,,,,,,,,,,,,,,,
4362,Cloud Computing IaaS Infrastructure as a Service Specialist Level Complete Certification Kit - Infrastructure as a Service Study Guide Book and Online ... to Cloud Computing Certification Specialist,Ivanka Menken,$289.95 , ,,978-1486143566,1486143563,146 pages,,Emereo Pty Ltd ,Emereo Pty Ltd,,,English,7.4 x 0.3 x 9.7 inches,12.5 ounces (View shipping rates and policies),,,,,
4363,Microsoft Certified Professional 111 Success Secrets: 111 Most Asked Questions On Microsoft Certified Professional - What You Need To Know,Stephen White,$29.98 ,,,,,,,,,,,,,,,,,,
4364,Simulation-Based Optimization: Parametric Optimization Techniques and Reinforcement Learning ,Abhijit Gosavi,$169.71 ,2nd ed. 2015 Edition,,978-1489974907,1489974903,,Operations Research/Computer Science Interfaces Series (Book 55),Springer,Springer,,,English,9.2 x 6.1 x 1.2 inches,2.1 pounds (View shipping rates and policies),,,,,
4365,Transitioning Embedded Systems To Intelligent Environments: A Journey Through Evolving Technologies,Dr. Satwant Kaur,$17.23 ,,,,,,,,,,,,,,,,,,
4366,"Study Blast Microsoft 70-668 Exam Study Guide: 70-668: PRO: Microsoft SharePoint 2010, Administrator",Matt Satori,$11.99 ,,,,,,,,,,,,,,,,,,
4367,PMI-ACP Exam Prep Study Guide: Extra Preparation for PMI-ACP Certification Examination,Vivek Vaishampayan,$20.15 ,,,,,,,,,,,,,,,,,,
4368,Programming Google App Engine with Java: Build & Run Scalable Java Applications on Google's Infrastructure,Dan Sanderson,$22.49 ,1st Edition,,978-1491900208,1491900202,432 pages,,O'Reilly Media,O'Reilly Media,,,English,9.2 x 7 x 0.9 inches,12.6 ounces (View shipping rates and policies),,,,,
4369,Programming Google App Engine with Python: Build and Run Scalable Python Apps on Google's Infrastructure,Dan Sanderson,$22.49 ,1st Edition,,978-1491900253,1491900253,464 pages,,O'Reilly Media,O'Reilly Media,,,English,9.2 x 7 x 1 inches,1.7 pounds (View shipping rates and policies),,,,,
4370,Salt Essentials,Craig Sebenik# Thomas Hatch,$18.35 ,1st Edition,,978-1491900635,1491900636,178 pages,,O'Reilly Media,O'Reilly Media,,,English,9.2 x 7 x 0.4 inches,11.4 ounces (View shipping rates and policies),,,,,
4371,BeagleBone Cookbook: Software and Hardware Problems and Solutions,Mark A. Yoder# Jason Kridner,$18.35 ,1st Edition,,978-1491905395,1491905395,346 pages,,O'Reilly Media,O'Reilly Media,,,English,9.1 x 6.9 x 0.7 inches,1.3 pounds (View shipping rates and policies),,,,,
4372,Advanced Analytics with Spark: Patterns for Learning from Data at Scale,Sandy Ryza# Uri Laserson# Sean Owen# Josh Wills,$18.36 ,1st Edition,,978-1491912768,1491912766,276 pages,,O'Reilly Media,O'Reilly Media,,,English,7 x 0.6 x 9.2 inches,14.4 ounces (View shipping rates and policies),,,,,
4373,"Mechanical Engineering for Hackers: A Guide to Designing, Prototyping, and Manufacturing Hardware",Will McLeod,$46.74 ,1st Edition,,,,,,,,,,,,,,,,,
4374,Decentralized Applications: Harnessing Bitcoin's Blockchain Technology,Siraj Raval,$25.14 ,1st Edition,,,,,,,,,,,,,,,,,
4375,Calm Technology: Designing for Billions of Devices and the Internet of Things,Amber Case,$18.62 ,1st Edition,,,,,,,,,,,,,,,,,
4376,Augmented Human: How Technology Is Shaping the New Reality,Helen Papagiannis,$39.99 ,1st Edition,,,,,,,,,,,,,,,,,
4377,"Field Guide to Hadoop: An Introduction to Hadoop, Its Ecosystem, and Aligned Technologies",Kevin Sitto# Marshall Presser,$8.44 - $18.35,1st Edition,,978-1491947937,1491947934,132 pages,,O'Reilly Media,O'Reilly Media,,,English,6 x 0.3 x 9 inches,7 ounces (View shipping rates and policies),,,,,
4378,Customizing Chef,Jon Cowie,$17.27 ,1st Edition,,978-1491949351,149194935X,388 pages,,O'Reilly Media,O'Reilly Media,,,English,7 x 0.9 x 9.2 inches,1.5 pounds (View shipping rates and policies),,,,,
4379,Getting Started with Bluetooth Low Energy: Tools and Techniques for Low-Power Networking,Kevin Townsend# Carles Cufí# Akiba# Robert Davidson,$7.95 - $18.49,1st Edition,,978-1491949511,1491949511,180 pages,,O'Reilly Media,O'Reilly Media,,,English,7 x 0.4 x 9.2 inches,13.6 ounces (View shipping rates and policies),,,,,
4380,Building Microservices,Sam Newman,$10.22 - $21.11,1st Edition,,978-1491950357,1491950358,280 pages,,O'Reilly Media,O'Reilly Media,,,English,7 x 0.6 x 9.2 inches,1 pounds (View shipping rates and policies),,,,,
4381,Computer Networks,Andrew M Brown,$14.99 ,,,,,,,,,,,,,,,,,,
4382,Elementary Robotics: Sustaining the Natural Engineering Instincts of Children,John Stephen Heffernan,$39.95 ,,,,,,,,,,,,,,,,,,
